,Longitude,Latitude,Code,Metro,Cluster,Region
1844,-75.66670227,36.01670074,FFA,FFA,14,N
1845,-75.63330078,40.25,PTW,PTW,14,N
1846,-75.60749817,39.67829895,ILG,ILG,14,N
1847,-75.53330231,42.53329849,OIC,OIC,14,N
1848,-75.51000214,38.33860016,SBY,SBY,14,N
1849,-75.47029877,37.93999863,WAL,WAL,14,N
1850,-75.46579742,44.68170166,OGS,OGS,15,O
1851,-75.46440125,39.12630081,DOV,DOV,14,N
1852,-75.44999695,43.21670151,RME,RME,14,N
1853,-75.43830109,40.65470123,ABE,ABE,14,N
1854,-75.40000153,40.08330154,KPD,KPD,14,N
1855,-75.40000153,42.31669998,SXY,SXY,14,N
1856,-75.38030243,43.14139938,UCA,UCA,14,N
1857,-75.38030243,43.14139938,ZUA,UCA,14,N
1858,-75.36669922,41.13330078,MPO,MPO,14,N
1859,-75.35749817,38.68830109,GED,GED,14,N
1860,-75.34999847,40.43330002,UKT,UKT,14,N
1861,-75.29060364,40.3891983,RQH,RQH,14,N
1862,-75.26750183,40.13669968,BBX,PHL,14,N
1863,-75.24859619,39.86809921,MUV,PHL,14,N
1864,-75.24859619,39.86809921,PHL,PHL,14,N
1865,-75.24859619,39.86809921,PSQ,PHL,14,N
1866,-75.24859619,39.86809921,ZTN,PHL,14,N
1867,-75.24859619,39.86809921,ZWI,ILG,14,N
1868,-75.23329926,39.88330078,ZFV,PHL,14,N
1869,-75.21669769,40.15000153,QFW,QFW,14,N
1870,-75.1832962,41,ESP,ESP,14,N
1871,-75.16670227,40,ZHC,PHL,14,N
1872,-75.13330078,40.20000076,NXX,NXX,14,N
1873,-75.13330078,40.31669998,DYL,DYL,14,N
1874,-75.11669922,38.31669998,OCE,SBY,14,N
1875,-75.09999847,38.70000076,REH,REH,14,N
1876,-75.03330231,39.40000153,MIV,MIV,14,N
1877,-75.01249695,40.08029938,PNE,PHL,14,N
1878,-75.00060272,42.48279953,ONH,ONH,14,N
1879,-74.9332962,42.70000076,COP,COP,14,N
1880,-74.9088974,39.00640106,WWD,WWD,14,N
1881,-74.84670258,44.93780136,MSS,MSS,15,O
1882,-74.8125,40.27809906,TTN,PHL,14,N
1883,-74.75,39.91669846,LLY,LLY,14,N
1884,-74.70330048,41.62580109,MSV,MSV,15,O
1885,-74.65779877,40.39970016,PCT,PCT,14,N
1886,-74.65000153,40.34999847,ZTJ,PCT,14,N
1887,-74.59359741,40.0155983,WRI,WRI,14,N
1888,-74.57779694,39.45669937,ACY,ACY,14,N
1889,-74.4571991,39.36000061,AIY,ACY,14,N
1890,-74.44999695,39.33330154,JSL,ACY,14,N
1891,-74.44999695,39.36899948,ZRA,ACY,14,N
1892,-74.415802,40.79919815,MMU,MMU,15,O
1893,-74.35389709,40.03329849,NEL,NEL,14,N
1894,-74.33329773,40.70000076,JWS,JWS,15,O
1895,-74.29380035,39.92750168,MJX,MJX,14,N
1896,-74.28140259,40.87559891,CDW,CDW,15,O
1897,-74.2641983,41.51139832,MGJ,MGJ,15,O
1898,-74.25,40.61669922,LDJ,LDJ,15,O
1899,-74.20670319,44.38280106,SLK,SLK,15,O
1900,-74.17169952,40.69580078,EWR,NYC,15,O
1901,-74.16190338,40.7344017,ZRP,NYC,15,O
1902,-74.09719849,41.50579834,SWF,NYC,15,O
1903,-74.06310272,40.8492012,TEB,TEB,15,O
1904,-74.06310272,40.93170166,JEC,JEC,15,O
1905,-74.021698,40.70610046,NBP,NYC,15,O
1906,-74.01670074,40.18330002,BLM,BLM,14,N
1907,-74.01670074,40.70000076,WTC,NYC,15,O
1908,-74.01670074,41.03329849,QMV,QMV,15,O
1909,-74.01059723,40.7030983,NWS,NYC,15,O
1910,-74.00830078,40.70420074,JRB,NYC,15,O
1911,-74.00749969,40.75,JRA,NYC,15,O
1912,-74,40,XZU,XZU,14,N
1913,-74,40.75,QNY,NYC,15,O
1914,-74,40.75,XNY,NYC,15,O
1915,-73.98329926,44.28329849,LKP,LKP,15,O
1916,-73.97499847,40.74330139,NES,NYC,15,O
1917,-73.97280121,40.73389816,NYS,NYC,15,O
1918,-73.97080231,40.75419998,JRE,NYC,15,O
1919,-73.9332962,42.84999847,ZTD,SCH,15,O
1920,-73.93000031,42.85250092,SCH,SCH,15,O
1921,-73.89859772,40.72499847,NYC,NYC,15,O
1922,-73.88279724,41.62810135,POU,POU,15,O
1923,-73.87580109,40.77939987,LGA,NYC,15,O
1924,-73.86109924,43.05080032,VWK,VWK,15,O
1925,-73.83439636,40.77560043,FLU,NYC,15,O
1926,-73.80529785,42.74580002,ALB,ALB,15,O
1927,-73.80529785,42.74580002,ZLY,ALB,15,O
1928,-73.77690125,40.6385994,JFK,NYC,15,O
1929,-73.72530365,40.70859909,NYP,NYP,15,O
1930,-73.72530365,40.70859909,ZME,ZME,15,O
1931,-73.72530365,40.70859909,ZYP,NYC,15,O
1932,-73.71060181,42.29309845,HCC,HCC,15,O
1933,-73.70780182,41.06890106,HPN,HPN,15,O
1934,-73.60919952,43.3443985,GFL,GFL,15,O
1935,-73.59999847,40.73329926,JHC,JHC,15,O
1936,-73.59999847,40.73329926,TSS,NYC,15,O
1937,-73.54139709,41.04750061,ZTF,HPN,15,O
1938,-73.53330231,41,DPK,DPK,15,O
1939,-73.52110291,44.68830109,PLB,PLB,15,O
1940,-73.48329926,40.73329926,BPA,BPA,15,O
1941,-73.48329926,44.70000076,PBG,PLB,15,O
1942,-73.44999695,41.38330078,DXR,DXR,15,O
1943,-73.4332962,41.18330002,QCW,QCW,15,O
1944,-73.41670227,40.66669846,AYZ,AYZ,15,O
1945,-73.41500092,40.72940063,FRG,FRG,15,O
1946,-73.40000153,40.78329849,ZMV,ZMV,15,O
1947,-73.36669922,41.11669922,ORQ,ORQ,15,O
1948,-73.36669922,42.20000076,GBR,GBR,15,O
1949,-73.35220337,44.98469925,RSX,RSX,15,O
1950,-73.29170227,42.42670059,PSF,PSF,15,O
1951,-73.15309906,44.47280121,BTV,BTV,15,O
1952,-73.13639832,41.47919846,OXC,OXC,15,O
1953,-73.13330078,41.18330002,JSD,JSD,15,O
1954,-73.12439728,41.16419983,BDR,BDR,15,O
1955,-73.10079956,40.79669952,ISP,ISP,15,O
1956,-72.94830322,43.52939987,RUT,RUT,15,O
1957,-72.88829803,41.26530075,HVN,HVN,15,O
1958,-72.88829803,41.26530075,ZVE,HVN,15,O
1959,-72.83329773,40.75,WSH,WSH,15,O
1960,-72.71640015,42.15999985,BAF,BAF,15,O
1961,-72.68309784,41.9375,BDL,BDL,15,O
1962,-72.66670227,40.83330154,FOK,FOK,15,O
1963,-72.65000153,41.73310089,ZRT,HFD,15,O
1964,-72.65000153,41.73329926,HFD,HFD,15,O
1965,-72.65000153,41.76670074,EHT,EHT,15,O
1966,-72.61669922,42.15000153,CEF,SFY,15,O
1967,-72.61669922,42.15000153,SFY,SFY,15,O
1968,-72.61669922,42.15000153,ZSF,SFY,15,O
1969,-72.59999847,41.28329849,MPE,MPE,15,O
1970,-72.59999847,44.56669998,MVL,MVL,15,O
1971,-72.58329773,42.11669922,VSF,VSF,15,O
1972,-72.5667038,44.20330048,MPV,MPV,15,O
1973,-72.33329773,43.38330078,CNH,CNH,15,O
1974,-72.3167038,42.15000153,PMX,PMX,15,O
1975,-72.30580139,43.62810135,LEB,LEB,15,O
1976,-72.28859711,42.56999969,JZB,JZB,15,O
1977,-72.27079773,42.9007988,EEN,EEN,15,O
1978,-72.25219727,40.95940018,HTO,HTO,15,O
1979,-72.23329926,42.26670074,UWA,UWA,15,O
1980,-72.23000336,44.88940048,EFK,EFK,15,O
1981,-72.16670227,43.36669922,NWH,NWH,15,O
1982,-72.0667038,42.83330154,AFN,AFN,15,O
1983,-72.04640198,41.32889938,GON,GON,15,O
1984,-72.04640198,41.32889938,ZGD,GON,15,O
1985,-72.03330231,41.26670074,FID,FID,15,O
1986,-72.01670074,44.5,LLX,LLX,15,O
1987,-71.98329926,42.56669998,GDM,GDM,15,O
1988,-71.92359924,41.07440186,MTP,MTP,15,O
1989,-71.87439728,42.26919937,ORH,ORH,15,O
1990,-71.80419922,41.35219955,WST,WST,15,O
1991,-71.79109955,42.42499924,RQM,RQM,15,O
1992,-71.7589035,42.55419922,UXO,UXO,15,O
1993,-71.59999847,42.54999924,AYE,AYE,15,O
1994,-71.57920074,41.16669846,BID,BID,15,O
1995,-71.5667038,41.91669846,SFZ,SFZ,15,O
1996,-71.55000305,42.33330154,MXG,MXG,15,O
1997,-71.54859924,44.36579895,HIE,HIE,15,O
1998,-71.53330231,42.48329926,BXC,BXC,15,O
1999,-71.50939941,42.77890015,ASH,ASH,15,O
2000,-71.50219727,43.20330048,CON,CON,15,O
2001,-71.5,42.43330002,MMN,MMN,15,O
2002,-71.43890381,42.93830109,MHT,MHT,15,O
2003,-71.42610168,41.72829819,PVD,PVD,15,O
2004,-71.42610168,41.72829819,ZRV,PVD,15,O
2005,-71.4210968,43.57139969,LCI,LCI,15,O
2006,-71.4056015,41.59579849,NCO,NCO,15,O
2007,-71.29000092,42.47079849,BED,BED,15,O
2008,-71.28250122,41.53079987,NPT,NPT,15,O
2009,-71.25140381,42.38529968,WLM,WLM,15,O
2010,-71.17639923,44.5746994,BML,BML,15,O
2011,-71.15000153,42.46670151,WBN,WBN,15,O
2012,-71.13330078,44.78329849,ERR,ERR,15,O
2013,-71.12249756,42.71749878,LWM,LWM,15,O
2014,-71.10279846,42.36669922,JHY,JHY,15,O
2015,-71.04940033,42.34389877,JBC,BOS,15,O
2016,-71.02580261,42.35250092,BNH,BOS,15,O
2017,-71.00610352,42.36360168,BOS,BOS,15,O
2018,-71.00530243,42.36500168,ZRU,BOS,15,O
2019,-71.00530243,42.36500168,ZTO,BOS,15,O
2020,-71.00530243,42.36500168,ZTY,BOS,15,O
2021,-71,42,OWD,OWD,15,O
2022,-71,42.25,MQI,MQI,15,O
2023,-70.98329926,44.01670074,FRY,FRY,15,O
2024,-70.959198,41.67689896,EWB,EWB,15,O
2025,-70.9332962,42.16669846,NZW,NZW,15,O
2026,-70.88330078,42.54999924,BVY,BVY,15,O
2027,-70.82389832,43.07749939,PSM,PSM,15,O
2028,-70.70999908,43.3946991,SFM,SFM,15,O
2029,-70.6832962,41.96670151,PYM,PYM,15,O
2030,-70.61669922,41.39279938,MVY,MVY,15,O
2031,-70.55000305,41.66669846,FMH,FMH,15,O
2032,-70.3035965,43.64440155,PWM,PWM,15,O
2033,-70.2806015,41.66579819,HYA,HYA,15,O
2034,-70.23329926,44.09999847,LEW,LEW,15,O
2035,-70.22170258,42.07189941,PVC,PVC,15,O
2036,-70.05970001,41.25669861,ACK,ACK,15,O
2037,-69.93920135,43.89220047,NHZ,NHZ,15,O
2038,-69.80000305,44.71670151,OWK,OWK,15,O
2039,-69.79669952,44.31809998,AUG,AUG,15,O
2040,-69.71219635,43.9632988,ISS,ISS,15,O
2041,-69.67579651,44.53390121,WVL,WVL,15,O
2042,-69.23670197,45.00500107,XWJ,XWJ,15,O
2043,-69.09809875,44.05920029,RKD,RKD,15,O
2044,-68.82779694,44.80780029,BGR,BGR,15,O
2045,-68.69219971,45.64920044,MLT,MLT,15,O
2046,-68.66670227,44.95000076,OLD,OLD,15,O
2047,-68.5789032,47.20439911,WFK,WFK,15,O
2048,-68.36170197,44.44889832,BHB,BHB,15,O
2049,-68.04750061,46.68500137,PQI,PQI,15,O
2050,-68.02079773,46.87080002,CAR,CAR,15,O
2051,-67.88580322,46.95059967,LIZ,LIZ,15,O
2052,-67.79329681,46.12310028,HUL,HUL,15,O
2053,-67.5667038,45.23329926,PNN,PNN,15,O
2054,0,0,CUN,CUN,16,P
2055,0,0,PVR,PVR,16,P
2056,0,0,SJD,SJD,16,P
2057,0,0,SJU,SJU,17,Q
2058,0,0,BQN,BQN,17,Q
2059,0,0,PSE,PSE,17,Q
2060,0,0,AAZ,AAZ,18,R
2061,0,0,ACU,ACU,18,R
2062,0,0,AHS,AHS,18,R
2063,0,0,AIL,AIL,18,R
2064,0,0,AML,AML,18,R
2065,0,0,AQB,AQB,18,R
2066,0,0,BAI,BAI,18,R
2067,0,0,BCL,BCL,18,R
2068,0,0,BCV,BCV,18,R
2069,0,0,BEF,BEF,18,R
2070,0,0,BFQ,BFQ,18,R
2071,0,0,BGK,BGK,18,R
2072,0,0,BHG,BHG,18,R
2073,0,0,BLB,BLB,18,R
2074,0,0,BOC,BOC,18,R
2075,0,0,BZA,BZA,18,R
2076,0,0,BZE,BZE,18,R
2077,0,0,CAA,CAA,18,R
2078,0,0,CBV,CBV,18,R
2079,0,0,CDD,CDD,18,R
2080,0,0,CHX,CHX,18,R
2081,0,0,CIQ,CIQ,18,R
2082,0,0,CMM,CMM,18,R
2083,0,0,CSC,CSC,18,R
2084,0,0,CTD,CTD,18,R
2085,0,0,CTE,CTE,18,R
2086,0,0,CTF,CTF,18,R
2087,0,0,CUK,CUK,18,R
2088,0,0,CYC,CYC,18,R
2089,0,0,CYD,SQS,18,R
2090,0,0,CYL,CYL,18,R
2091,0,0,CZH,CZH,18,R
2092,0,0,CZJ,CZJ,18,R
2093,0,0,DAV,DAV,18,R
2094,0,0,DGA,DGA,18,R
2095,0,0,DON,DON,18,R
2096,0,0,DRK,DRK,18,R
2097,0,0,ECI,ECI,18,R
2098,0,0,EDQ,EDQ,18,R
2099,0,0,ELE,ELE,18,R
2100,0,0,EMR,EMR,18,R
2101,0,0,ENJ,ENJ,18,R
2102,0,0,ENQ,XPL,18,R
2103,0,0,FMG,FMG,18,R
2104,0,0,FON,FON,18,R
2105,0,0,FRS,FRS,18,R
2106,0,0,GAC,GAC,18,R
2107,0,0,GHE,GHE,18,R
2108,0,0,GJA,GJA,18,R
2109,0,0,GLF,GLF,18,R
2110,0,0,GPL,GPL,18,R
2111,0,0,GSJ,GSJ,18,R
2112,0,0,GUA,GUA,18,R
2113,0,0,HOW,BLB,18,R
2114,0,0,HUG,HUG,18,R
2115,0,0,ILS,SAL,18,R
2116,0,0,INB,INB,18,R
2117,0,0,IPZ,IPZ,18,R
2118,0,0,IRN,IRN,18,R
2119,0,0,IVI,IVI,18,R
2120,0,0,JAP,JAP,18,R
2121,0,0,JQE,JQE,18,R
2122,0,0,JUT,JUT,18,R
2123,0,0,LCE,LCE,18,R
2124,0,0,LCF,LCF,18,R
2125,0,0,LEZ,LEZ,18,R
2126,0,0,LIO,LIO,18,R
2127,0,0,LIR,LIR,18,R
2128,0,0,LLH,LLH,18,R
2129,0,0,LMH,LMH,18,R
2130,0,0,LOX,LOX,18,R
2131,0,0,LSL,LSL,18,R
2132,0,0,LUI,LUI,18,R
2133,0,0,MDB,MDB,18,R
2134,0,0,MGA,MGA,18,R
2135,0,0,MPI,MPI,18,R
2136,0,0,MPP,MPP,18,R
2137,0,0,MRJ,MRJ,18,R
2138,0,0,MZE,MZE,18,R
2139,0,0,NBL,NBL,18,R
2140,0,0,NCR,NCR,18,R
2141,0,0,NCT,NCT,18,R
2142,0,0,NGN,NGN,18,R
2143,0,0,NMG,NMG,18,R
2144,0,0,NOB,NOB,18,R
2145,0,0,NVG,NVG,18,R
2146,0,0,OAN,OAN,18,R
2147,0,0,OGM,OGM,18,R
2148,0,0,ONX,ONX,18,R
2149,0,0,ORO,ORO,18,R
2150,0,0,ORZ,ORZ,18,R
2151,0,0,OTD,OTD,18,R
2152,0,0,OTR,OTR,18,R
2153,0,0,PAC,PTY,18,R
2154,0,0,PBP,PBP,18,R
2155,0,0,PBR,PBR,18,R
2156,0,0,PCG,PCG,18,R
2157,0,0,PCH,PCH,18,R
2158,0,0,PDM,PDM,18,R
2159,0,0,PEU,PEU,18,R
2160,0,0,PJM,PJM,18,R
2161,0,0,PKJ,PKJ,18,R
2162,0,0,PLD,PLD,18,R
2163,0,0,PLJ,PLJ,18,R
2164,0,0,PLP,PLP,18,R
2165,0,0,PMZ,PMZ,18,R
2166,0,0,PND,PND,18,R
2167,0,0,PON,PON,18,R
2168,0,0,PTY,PTY,18,R
2169,0,0,PUE,PUE,18,R
2170,0,0,PUZ,PUZ,18,R
2171,0,0,PVE,PVE,18,R
2172,0,0,PYC,PYC,18,R
2173,0,0,PYV,PYV,18,R
2174,0,0,RER,RER,18,R
2175,0,0,RFR,RFR,18,R
2176,0,0,RFS,RFS,18,R
2177,0,0,RIH,RIH,18,R
2178,0,0,RIK,PLD,18,R
2179,0,0,RIT,RIT,18,R
2180,0,0,RNI,RNI,18,R
2181,0,0,RTB,RTB,18,R
2182,0,0,RUV,RUV,18,R
2183,0,0,RUY,RUY,18,R
2184,0,0,SAL,SAL,18,R
2185,0,0,SAP,SAP,18,R
2186,0,0,SAX,SAX,18,R
2187,0,0,SCD,SCD,18,R
2188,0,0,SDH,SDH,18,R
2189,0,0,SFW,SFW,18,R
2190,0,0,SIC,SIC,18,R
2191,0,0,SIU,SIU,18,R
2192,0,0,SJO,SJO,18,R
2193,0,0,SJX,SJX,18,R
2194,0,0,SPR,SPR,18,R
2195,0,0,SQS,SQS,18,R
2196,0,0,SVK,SVK,18,R
2197,0,0,SYP,SYP,18,R
2198,0,0,SYQ,SJO,18,R
2199,0,0,SZC,CSC,18,R
2200,0,0,TCF,TCF,18,R
2201,0,0,TEA,TEA,18,R
2202,0,0,TGU,TGU,18,R
2203,0,0,TJC,TJC,18,R
2204,0,0,TJI,TJI,18,R
2205,0,0,TKM,TKM,18,R
2206,0,0,TMU,TMU,18,R
2207,0,0,TNO,TNO,18,R
2208,0,0,TOO,TOO,18,R
2209,0,0,TTQ,TTQ,18,R
2210,0,0,TUE,TUE,18,R
2211,0,0,TUW,TUW,18,R
2212,0,0,TZA,BZE,18,R
2213,0,0,UAX,UAX,18,R
2214,0,0,UII,UII,18,R
2215,0,0,UPL,UPL,18,R
2216,0,0,UTU,UTU,18,R
2217,0,0,VTA,VTA,18,R
2218,0,0,WSP,WSP,18,R
2219,0,0,XPL,XPL,18,R
2220,0,0,XQP,XQP,18,R
2221,0,0,ANU,ANU,19,S
2222,0,0,ASD,ASD,19,S
2223,0,0,ATC,ATC,19,S
2224,0,0,AUA,AUA,19,S
2225,0,0,AVI,AVI,19,S
2226,0,0,AXA,AXA,19,S
2227,0,0,AXP,AXP,19,S
2228,0,0,AZS,AZS,19,S
2229,0,0,BBQ,BBQ,19,S
2230,0,0,BBR,BBR,19,S
2231,0,0,BCA,BCA,19,S
2232,0,0,BDA,BDA,19,S
2233,0,0,BGI,BGI,19,S
2234,0,0,BIM,BIM,19,S
2235,0,0,BON,BON,19,S
2236,0,0,BQU,BQU,19,S
2237,0,0,BRX,BRX,19,S
2238,0,0,BWW,BWW,19,S
2239,0,0,BYM,BYM,19,S
2240,0,0,CAP,CAP,19,S
2241,0,0,CBJ,CBJ,19,S
2242,0,0,CCC,CCC,19,S
2243,0,0,CCZ,CCZ,19,S
2244,0,0,CFG,CFG,19,S
2245,0,0,CIW,CIW,19,S
2246,0,0,CMW,CMW,19,S
2247,0,0,COX,TZN,19,S
2248,0,0,COZ,COZ,19,S
2249,0,0,CRI,CRI,19,S
2250,0,0,CRU,CRU,19,S
2251,0,0,CUR,CUR,19,S
2252,0,0,CXY,CXY,19,S
2253,0,0,CYA,CYA,19,S
2254,0,0,CYB,CYB,19,S
2255,0,0,CYO,CYO,19,S
2256,0,0,DCF,DOM,19,S
2257,0,0,DCT,DCT,19,S
2258,0,0,DOM,DOM,19,S
2259,0,0,DSD,DSD,19,S
2260,0,0,EIS,TOV,19,S
2261,0,0,ELH,ELH,19,S
2262,0,0,EPS,AZS,19,S
2263,0,0,EUX,EUX,19,S
2264,0,0,FDF,FDF,19,S
2265,0,0,FPO,FPO,19,S
2266,0,0,GAO,GAO,19,S
2267,0,0,GBJ,GBJ,19,S
2268,0,0,GCM,GCM,19,S
2269,0,0,GDT,GDT,19,S
2270,0,0,GER,GER,19,S
2271,0,0,GGT,GGT,19,S
2272,0,0,GHB,GHB,19,S
2273,0,0,GHC,GHC,19,S
2274,0,0,GND,GND,19,S
2275,0,0,HAV,HAV,19,S
2276,0,0,HBI,HBI,19,S
2277,0,0,HEX,SDQ,19,S
2278,0,0,HOG,HOG,19,S
2279,0,0,HTB,HTB,19,S
2280,0,0,ICR,ICR,19,S
2281,0,0,IGA,IGA,19,S
2282,0,0,JAK,JAK,19,S
2283,0,0,JBQ,SDQ,19,S
2284,0,0,JEE,JEE,19,S
2285,0,0,KIN,KIN,19,S
2286,0,0,KTP,KIN,19,S
2287,0,0,LCL,LCL,19,S
2288,0,0,LGI,LGI,19,S
2289,0,0,LRM,LRM,19,S
2290,0,0,LSS,LSS,19,S
2291,0,0,LYB,LYB,19,S
2292,0,0,MAY,MAY,19,S
2293,0,0,MBJ,MBJ,19,S
2294,0,0,MDS,MDS,19,S
2295,0,0,MHH,MHH,19,S
2296,0,0,MJG,MJG,19,S
2297,0,0,MNI,MNI,19,S
2298,0,0,MOA,MOA,19,S
2299,0,0,MQS,MQS,19,S
2300,0,0,MVJ,MVJ,19,S
2301,0,0,MYG,MYG,19,S
2302,0,0,MZO,MZO,19,S
2303,0,0,NAS,NAS,19,S
2304,0,0,NBW,GAO,19,S
2305,0,0,NCA,NCA,19,S
2306,0,0,NEG,NEG,19,S
2307,0,0,NET,TBI,19,S
2308,0,0,NEV,NEV,19,S
2309,0,0,NGD,NGD,19,S
2310,0,0,NMC,NMC,19,S
2311,0,0,NSB,BIM,19,S
2312,0,0,NSX,VIJ,19,S
2313,0,0,NWU,BDA,19,S
2314,0,0,OCJ,OCJ,19,S
2315,0,0,PAP,PAP,19,S
2316,0,0,PAX,PAX,19,S
2317,0,0,PIC,PIC,19,S
2318,0,0,PID,NAS,19,S
2319,0,0,PLI,PLI,19,S
2320,0,0,PLS,PLS,19,S
2321,0,0,POP,POP,19,S
2322,0,0,POS,POS,19,S
2323,0,0,POT,POT,19,S
2324,0,0,PPO,CEL,19,S
2325,0,0,PST,PST,19,S
2326,0,0,PTP,PTP,19,S
2327,0,0,PUJ,PUJ,19,S
2328,0,0,PWN,PWN,19,S
2329,0,0,QCO,QCO,19,S
2330,0,0,QMA,VRA,19,S
2331,0,0,QSN,QSN,19,S
2332,0,0,RAD,TOV,19,S
2333,0,0,RCY,RCY,19,S
2334,0,0,RSD,RSD,19,S
2335,0,0,SAB,SAB,19,S
2336,0,0,SAQ,SAQ,19,S
2337,0,0,SBH,SBH,19,S
2338,0,0,SCU,SCU,19,S
2339,0,0,SDQ,SDQ,19,S
2340,0,0,SFC,SFC,19,S
2341,0,0,SFG,SFG,19,S
2342,0,0,SJM,SJM,19,S
2343,0,0,SKB,SKB,19,S
2344,0,0,SLU,SLU,19,S
2345,0,0,SLX,SLX,19,S
2346,0,0,SML,SML,19,S
2347,0,0,SNJ,SNJ,19,S
2348,0,0,SNU,SNU,19,S
2349,0,0,STI,STI,19,S
2350,0,0,SVD,SVD,19,S
2351,0,0,SXM,SXM,19,S
2352,0,0,SZJ,SZJ,19,S
2353,0,0,TAB,TAB,19,S
2354,0,0,TBI,TBI,19,S
2355,0,0,TCB,TCB,19,S
2356,0,0,TCV,TCV,19,S
2357,0,0,TND,TND,19,S
2358,0,0,TOV,TOV,19,S
2359,0,0,TYM,TYM,19,S
2360,0,0,TZN,TZN,19,S
2361,0,0,UMA,UMA,19,S
2362,0,0,UNI,UNI,19,S
2363,0,0,UPA,UPA,19,S
2364,0,0,UPB,UPB,19,S
2365,0,0,USS,USS,19,S
2366,0,0,UVF,SLU,19,S
2367,0,0,VIJ,VIJ,19,S
2368,0,0,VNL,VNL,19,S
2369,0,0,VRA,VRA,19,S
2370,0,0,VRO,VRA,19,S
2371,0,0,VTU,VTU,19,S
2372,0,0,WKR,WKR,19,S
2373,0,0,WTD,WTD,19,S
2374,0,0,WZY,NAS,19,S
2375,0,0,XCJ,XCJ,19,S
2376,0,0,XSC,XSC,19,S
2377,0,0,ZSA,ZSA,19,S
2378,0,0,STT,STT,19,S
2379,0,0,AAG,AAG,20,T
2380,0,0,AAI,AAI,20,T
2381,0,0,AAJ,AAJ,20,T
2382,0,0,AAO,AAO,20,T
2383,0,0,AAX,AAX,20,T
2384,0,0,ABN,ABN,20,T
2385,0,0,ACD,ACD,20,T
2386,0,0,ACL,ACL,20,T
2387,0,0,ACM,ACM,20,T
2388,0,0,ACR,ACR,20,T
2389,0,0,ADN,ADN,20,T
2390,0,0,ADZ,ADZ,20,T
2391,0,0,AEP,BUE,20,T
2392,0,0,AFA,AFA,20,T
2393,0,0,AFI,AFI,20,T
2394,0,0,AFL,AFL,20,T
2395,0,0,AGI,AGI,20,T
2396,0,0,AGT,AGT,20,T
2397,0,0,AGV,AGV,20,T
2398,0,0,AHL,AHL,20,T
2399,0,0,AIF,AIF,20,T
2400,0,0,AIR,AIR,20,T
2401,0,0,AJU,AJU,20,T
2402,0,0,ALD,ALD,20,T
2403,0,0,ALQ,ALQ,20,T
2404,0,0,ALT,ALT,20,T
2405,0,0,AMJ,AMJ,20,T
2406,0,0,ANF,ANF,20,T
2407,0,0,ANS,ANS,20,T
2408,0,0,AOL,AOL,20,T
2409,0,0,AOP,AOP,20,T
2410,0,0,APB,APB,20,T
2411,0,0,APE,APE,20,T
2412,0,0,API,API,20,T
2413,0,0,APO,APO,20,T
2414,0,0,APQ,APQ,20,T
2415,0,0,APS,APS,20,T
2416,0,0,APU,APU,20,T
2417,0,0,APX,APX,20,T
2418,0,0,APY,APY,20,T
2419,0,0,APZ,APZ,20,T
2420,0,0,AQA,AQA,20,T
2421,0,0,AQM,AQM,20,T
2422,0,0,AQP,AQP,20,T
2423,0,0,ARF,ARF,20,T
2424,0,0,ARI,ARI,20,T
2425,0,0,ARO,ARO,20,T
2426,0,0,ARQ,ARQ,20,T
2427,0,0,ARR,ARR,20,T
2428,0,0,ARS,ARS,20,T
2429,0,0,ARU,ARU,20,T
2430,0,0,ARX,ARX,20,T
2431,0,0,ASC,ASC,20,T
2432,0,0,ASU,ASU,20,T
2433,0,0,ATA,ATA,20,T
2434,0,0,ATF,ATF,20,T
2435,0,0,ATI,ATI,20,T
2436,0,0,ATM,ATM,20,T
2437,0,0,AUC,AUC,20,T
2438,0,0,AUX,AUX,20,T
2439,0,0,AXE,AXE,20,T
2440,0,0,AXM,AXM,20,T
2441,0,0,AYA,AYA,20,T
2442,0,0,AYC,AYC,20,T
2443,0,0,AYG,AYG,20,T
2444,0,0,AYI,AYI,20,T
2445,0,0,AYO,AYO,20,T
2446,0,0,AYP,AYP,20,T
2447,0,0,AYX,AYX,20,T
2448,0,0,AZL,AZL,20,T
2449,0,0,AZT,AZT,20,T
2450,0,0,BAC,BAC,20,T
2451,0,0,BAQ,BAQ,20,T
2452,0,0,BAT,BAT,20,T
2453,0,0,BAZ,BAZ,20,T
2454,0,0,BBA,BBA,20,T
2455,0,0,BBE,BUE,20,T
2456,0,0,BCG,BCG,20,T
2457,0,0,BCR,BCR,20,T
2458,0,0,BDC,BDC,20,T
2459,0,0,BEL,BEL,20,T
2460,0,0,BFA,BFA,20,T
2461,0,0,BFH,CWB,20,T
2462,0,0,BGA,BGA,20,T
2463,0,0,BGV,BGV,20,T
2464,0,0,BGX,BGX,20,T
2465,0,0,BHA,BHA,20,T
2466,0,0,BHF,BHF,20,T
2467,0,0,BHI,BHI,20,T
2468,0,0,BHZ,BHZ,20,T
2469,0,0,BJO,BJO,20,T
2470,0,0,BJP,BJP,20,T
2471,0,0,BLA,BLA,20,T
2472,0,0,BLP,BLP,20,T
2473,0,0,BMJ,BMJ,20,T
2474,0,0,BMS,BMS,20,T
2475,0,0,BNS,BNS,20,T
2476,0,0,BNU,BNU,20,T
2477,0,0,BOG,BOG,20,T
2478,0,0,BPG,BPG,20,T
2479,0,0,BPS,BPS,20,T
2480,0,0,BQQ,BQQ,20,T
