,Longitude,Latitude,Code,Metro,Cluster,Region
2481,0,0,BRA,BRA,20,T
2482,0,0,BRB,BRB,20,T
2483,0,0,BRC,BRC,20,T
2484,0,0,BRM,BRM,20,T
2485,0,0,BSB,BSB,20,T
2486,0,0,BSC,BSC,20,T
2487,0,0,BSS,BSS,20,T
2488,0,0,BTO,BTO,20,T
2489,0,0,BUE,BUE,20,T
2490,0,0,BUN,BUN,20,T
2491,0,0,BUV,BUV,20,T
2492,0,0,BVB,BVB,20,T
2493,0,0,BVH,BVH,20,T
2494,0,0,BVK,BVK,20,T
2495,0,0,BVL,BVL,20,T
2496,0,0,BVM,BVM,20,T
2497,0,0,BVS,BVS,20,T
2498,0,0,BYC,BYC,20,T
2499,0,0,BYO,BYO,20,T
2500,0,0,BZC,BZC,20,T
2501,0,0,CAC,CAC,20,T
2502,0,0,CAF,CAF,20,T
2503,0,0,CAJ,CAJ,20,T
2504,0,0,CAM,CAM,20,T
2505,0,0,CAQ,CAQ,20,T
2506,0,0,CAU,CAU,20,T
2507,0,0,CAW,CAW,20,T
2508,0,0,CAY,CAY,20,T
2509,0,0,CBB,CBB,20,T
2510,0,0,CBL,CBL,20,T
2511,0,0,CBS,CBS,20,T
2512,0,0,CBW,CBW,20,T
2513,0,0,CCA,CCA,20,T
2514,0,0,CCH,CCH,20,T
2515,0,0,CCI,CCI,20,T
2516,0,0,CCM,CCM,20,T
2517,0,0,CCO,CCO,20,T
2518,0,0,CCP,CCP,20,T
2519,0,0,CCQ,CCQ,20,T
2520,0,0,CCS,CCS,20,T
2521,0,0,CCT,CCT,20,T
2522,0,0,CCX,CCX,20,T
2523,0,0,CDI,CDI,20,T
2524,0,0,CDJ,CDJ,20,T
2525,0,0,CDM,CYR,20,T
2526,0,0,CEL,CEL,20,T
2527,0,0,CEP,CEP,20,T
2528,0,0,CFB,CFB,20,T
2529,0,0,CFC,CFC,20,T
2530,0,0,CFO,CFO,20,T
2531,0,0,CGB,CGB,20,T
2532,0,0,CGH,SAO,20,T
2533,0,0,CGR,CGR,20,T
2534,0,0,CGU,PZO,20,T
2535,0,0,CHD,CHD,20,T
2536,0,0,CHH,CHH,20,T
2537,0,0,CHM,CHM,20,T
2538,0,0,CIJ,CIJ,20,T
2539,0,0,CIM,CIM,20,T
2540,0,0,CIO,CIO,20,T
2541,0,0,CIX,CIX,20,T
2542,0,0,CIZ,CIZ,20,T
2543,0,0,CJA,CJA,20,T
2544,0,0,CJC,CJC,20,T
2545,0,0,CJD,CJD,20,T
2546,0,0,CKO,CKO,20,T
2547,0,0,CKS,CKS,20,T
2548,0,0,CLN,CLN,20,T
2549,0,0,CLO,CLO,20,T
2550,0,0,CLV,CLV,20,T
2551,0,0,CLX,CLX,20,T
2552,0,0,CLZ,CLZ,20,T
2553,0,0,CMC,CMC,20,T
2554,0,0,CMG,CMG,20,T
2555,0,0,CMP,CMP,20,T
2556,0,0,CMT,CMT,20,T
2557,0,0,CNF,BHZ,20,T
2558,0,0,CNQ,CNQ,20,T
2559,0,0,CNR,CNR,20,T
2560,0,0,CNT,CNT,20,T
2561,0,0,CNV,CNV,20,T
2562,0,0,COC,COC,20,T
2563,0,0,COG,COG,20,T
2564,0,0,COR,COR,20,T
2565,0,0,COW,COW,20,T
2566,0,0,CPB,CPB,20,T
2567,0,0,CPC,CPC,20,T
2568,0,0,CPG,CPG,20,T
2569,0,0,CPL,CPL,20,T
2570,0,0,CPO,CPO,20,T
2571,0,0,CPP,CPP,20,T
2572,0,0,CPQ,VCP,20,T
2573,0,0,CPU,CPU,20,T
2574,0,0,CPV,CPV,20,T
2575,0,0,CPZ,CPZ,20,T
2576,0,0,CQA,CQA,20,T
2577,0,0,CQS,CQS,20,T
2578,0,0,CQT,CQT,20,T
2579,0,0,CRC,CRC,20,T
2580,0,0,CRD,CRD,20,T
2581,0,0,CRQ,CRQ,20,T
2582,0,0,CRR,CRR,20,T
2583,0,0,CSR,CSR,20,T
2584,0,0,CSS,CSS,20,T
2585,0,0,CSU,CSU,20,T
2586,0,0,CSW,CSW,20,T
2587,0,0,CSZ,CSZ,20,T
2588,0,0,CTC,CTC,20,T
2589,0,0,CTG,CTG,20,T
2590,0,0,CTP,CTP,20,T
2591,0,0,CTQ,CTQ,20,T
2592,0,0,CUC,CUC,20,T
2593,0,0,CUE,CUE,20,T
2594,0,0,CUI,CUI,20,T
2595,0,0,CUM,CUM,20,T
2596,0,0,CUO,CUO,20,T
2597,0,0,CUP,CUP,20,T
2598,0,0,CUT,CUT,20,T
2599,0,0,CUV,CUV,20,T
2600,0,0,CUZ,CUZ,20,T
2601,0,0,CVE,CVE,20,T
2602,0,0,CVH,CVH,20,T
2603,0,0,CVI,CVI,20,T
2604,0,0,CWB,CWB,20,T
2605,0,0,CXA,CXA,20,T
2606,0,0,CXJ,CXJ,20,T
2607,0,0,CYR,CYR,20,T
2608,0,0,CZB,CZB,20,T
2609,0,0,CZE,CZE,20,T
2610,0,0,CZS,CZS,20,T
2611,0,0,CZU,CZU,20,T
2612,0,0,DIQ,DIQ,20,T
2613,0,0,DMT,DMT,20,T
2614,0,0,DNO,DNO,20,T
2615,0,0,DOE,DOE,20,T
2616,0,0,DOU,DOU,20,T
2617,0,0,DPB,DPB,20,T
2618,0,0,DRJ,DRJ,20,T
2619,0,0,DTI,DTI,20,T
2620,0,0,DZI,DZI,20,T
2621,0,0,DZO,DZO,20,T
2622,0,0,EBG,EBG,20,T
2623,0,0,ECO,ECO,20,T
2624,0,0,ECR,ECR,20,T
2625,0,0,EEA,EEA,20,T
2626,0,0,EHL,EHL,20,T
2627,0,0,EJA,EJA,20,T
2628,0,0,EKE,EKE,20,T
2629,0,0,ELB,ELB,20,T
2630,0,0,ELJ,ELJ,20,T
2631,0,0,ELO,ELO,20,T
2632,0,0,ELX,ELX,20,T
2633,0,0,EMX,EMX,20,T
2634,0,0,ENO,ENO,20,T
2635,0,0,EOH,MDE,20,T
2636,0,0,EOR,EOR,20,T
2637,0,0,EOZ,EOZ,20,T
2638,0,0,EPA,EPA,20,T
2639,0,0,EQS,EQS,20,T
2640,0,0,ERM,ERM,20,T
2641,0,0,ERN,ERN,20,T
2642,0,0,ESG,ESG,20,T
2643,0,0,ESI,ESI,20,T
2644,0,0,ESM,ESM,20,T
2645,0,0,ESR,ESR,20,T
2646,0,0,ETR,ETR,20,T
2647,0,0,EUO,EUO,20,T
2648,0,0,EYP,EYP,20,T
2649,0,0,EZE,BUE,20,T
2650,0,0,FBA,FBA,20,T
2651,0,0,FBE,FBE,20,T
2652,0,0,FDB,FDB,20,T
2653,0,0,FEC,FEC,20,T
2654,0,0,FEJ,FEJ,20,T
2655,0,0,FEN,FEN,20,T
2656,0,0,FFU,FFU,20,T
2657,0,0,FLA,FLA,20,T
2658,0,0,FLB,FLB,20,T
2659,0,0,FLM,FLM,20,T
2660,0,0,FLN,FLN,20,T
2661,0,0,FMA,FMA,20,T
2662,0,0,FMV,MVD,20,T
2663,0,0,FOR,FOR,20,T
2664,0,0,FRC,FRC,20,T
2665,0,0,FRT,FRT,20,T
2666,0,0,FTE,FTE,20,T
2667,0,0,GAA,GAA,20,T
2668,0,0,GCA,GCA,20,T
2669,0,0,GCV,GCV,20,T
2670,0,0,GDO,GDO,20,T
2671,0,0,GDP,GDP,20,T
2672,0,0,GDR,GDR,20,T
2673,0,0,GEL,GEL,20,T
2674,0,0,GEO,GEO,20,T
2675,0,0,GFO,GFO,20,T
2676,0,0,GGB,GGB,20,T
2677,0,0,GGF,GGF,20,T
2678,0,0,GGH,GGH,20,T
2679,0,0,GGJ,GGJ,20,T
2680,0,0,GGL,GGL,20,T
2681,0,0,GGS,GGS,20,T
2682,0,0,GHU,GHU,20,T
2683,0,0,GIG,RIO,20,T
2684,0,0,GIR,GIR,20,T
2685,0,0,GJM,GJM,20,T
2686,0,0,GMC,GMC,20,T
2687,0,0,GMS,GMS,20,T
2688,0,0,GNM,GNM,20,T
2689,0,0,GNR,GNR,20,T
2690,0,0,GPB,GPB,20,T
2691,0,0,GPI,GPI,20,T
2692,0,0,GPO,GPO,20,T
2693,0,0,GPS,GPS,20,T
2694,0,0,GRA,GRA,20,T
2695,0,0,GRP,GRP,20,T
2696,0,0,GRU,SAO,20,T
2697,0,0,GSI,GSI,20,T
2698,0,0,GUI,GUI,20,T
2699,0,0,GUJ,GUJ,20,T
2700,0,0,GUQ,GUQ,20,T
2701,0,0,GUZ,GUZ,20,T
2702,0,0,GVR,GVR,20,T
2703,0,0,GXQ,GXQ,20,T
2704,0,0,GYA,GYA,20,T
2705,0,0,GYE,GYE,20,T
2706,0,0,GYN,GYN,20,T
2707,0,0,HAY,HAY,20,T
2708,0,0,HGE,HGE,20,T
2709,0,0,HOS,HOS,20,T
2710,0,0,HRR,HRR,20,T
2711,0,0,HRZ,HRZ,20,T
2712,0,0,HTZ,HTZ,20,T
2713,0,0,HUU,HUU,20,T
2714,0,0,HUW,HUW,20,T
2715,0,0,IBB,IBB,20,T
2716,0,0,IBE,IBE,20,T
2717,0,0,IBP,IBP,20,T
2718,0,0,ICA,ICA,20,T
2719,0,0,ICC,ICC,20,T
2720,0,0,ICK,ICK,20,T
2721,0,0,IDO,IDO,20,T
2722,0,0,IGB,IGB,20,T
2723,0,0,IGO,IGO,20,T
2724,0,0,IGR,IGR,20,T
2725,0,0,IGU,IGU,20,T
2726,0,0,IJU,IJU,20,T
2727,0,0,ILB,ILB,20,T
2728,0,0,ILQ,ILQ,20,T
2729,0,0,IMB,IMB,20,T
2730,0,0,IMP,IMP,20,T
2731,0,0,ING,ING,20,T
2732,0,0,IOS,IOS,20,T
2733,0,0,IPC,IPC,20,T
2734,0,0,IPG,IPG,20,T
2735,0,0,IPI,IPI,20,T
2736,0,0,IPN,IPN,20,T
2737,0,0,IPU,IPU,20,T
2738,0,0,IQQ,IQQ,20,T
2739,0,0,IQT,IQT,20,T
2740,0,0,IRE,IRE,20,T
2741,0,0,IRJ,IRJ,20,T
2742,0,0,IRZ,IRZ,20,T
2743,0,0,ISD,ISD,20,T
2744,0,0,ITA,ITA,20,T
2745,0,0,ITB,ITB,20,T
2746,0,0,ITE,ITE,20,T
2747,0,0,ITI,ITI,20,T
2748,0,0,ITJ,ITJ,20,T
2749,0,0,ITN,ITN,20,T
2750,0,0,ITP,ITP,20,T
2751,0,0,ITQ,ITQ,20,T
2752,0,0,ITR,ITR,20,T
2753,0,0,IUP,IUP,20,T
2754,0,0,IVO,IVO,20,T
2755,0,0,IZA,JDF,20,T
2756,0,0,JAE,JAE,20,T
2757,0,0,JAU,JAU,20,T
2758,0,0,JAW,JAW,20,T
2759,0,0,JBS,JBS,20,T
2760,0,0,JCB,JCB,20,T
2761,0,0,JCM,JCM,20,T
2762,0,0,JCR,JCR,20,T
2763,0,0,JCS,JCS,20,T
2764,0,0,JDF,JDF,20,T
2765,0,0,JDO,JDO,20,T
2766,0,0,JDR,JDR,20,T
2767,0,0,JEQ,JEQ,20,T
2768,0,0,JIA,JIA,20,T
2769,0,0,JIP,JIP,20,T
2770,0,0,JJD,JJD,20,T
2771,0,0,JJG,JJG,20,T
2772,0,0,JJI,JJI,20,T
2773,0,0,JLS,JLS,20,T
2774,0,0,JNA,JNA,20,T
2775,0,0,JNI,JNI,20,T
2776,0,0,JOI,JOI,20,T
2777,0,0,JPA,JPA,20,T
2778,0,0,JPE,JPE,20,T
2779,0,0,JPO,JPO,20,T
2780,0,0,JPR,JPR,20,T
2781,0,0,JPY,JPY,20,T
2782,0,0,JRN,JRN,20,T
2783,0,0,JRT,JRT,20,T
2784,0,0,JSB,JSB,20,T
2785,0,0,JSM,JSM,20,T
2786,0,0,JSO,QBX,20,T
2787,0,0,JTA,JTA,20,T
2788,0,0,JTC,JTC,20,T
2789,0,0,JTI,JTI,20,T
2790,0,0,JTN,JTN,20,T
2791,0,0,JUA,JUA,20,T
2792,0,0,JUD,JUD,20,T
2793,0,0,JUJ,JUJ,20,T
2794,0,0,JUL,JUL,20,T
2795,0,0,JUO,JUO,20,T
2796,0,0,KAI,KAI,20,T
2797,0,0,KAR,KAR,20,T
2798,0,0,KAV,KAV,20,T
2799,0,0,KCB,KCB,20,T
2800,0,0,KKG,KKG,20,T
2801,0,0,KNA,KNA,20,T
2802,0,0,KPG,KPG,20,T
2803,0,0,KRG,KRG,20,T
2804,0,0,KRM,KRM,20,T
2805,0,0,KTO,KTO,20,T
2806,0,0,KTV,KTV,20,T
2807,0,0,LAG,LAG,20,T
2808,0,0,LAJ,LAJ,20,T
2809,0,0,LAT,URI,20,T
2810,0,0,LAZ,LAZ,20,T
2811,0,0,LBR,LBR,20,T
2812,0,0,LCB,LCB,20,T
2813,0,0,LCM,LCM,20,T
2814,0,0,LCP,LCP,20,T
2815,0,0,LCR,LCR,20,T
2816,0,0,LDB,LDB,20,T
2817,0,0,LDO,LDO,20,T
2818,0,0,LDX,LDX,20,T
2819,0,0,LEC,LEC,20,T
2820,0,0,LEP,LEP,20,T
2821,0,0,LET,LET,20,T
2822,0,0,LFR,LFR,20,T
2823,0,0,LGQ,LGQ,20,T
2824,0,0,LGR,LGR,20,T
2825,0,0,LGS,LGS,20,T
2826,0,0,LGT,LGT,20,T
2827,0,0,LGY,LGY,20,T
2828,0,0,LHS,LHS,20,T
2829,0,0,LIM,LIM,20,T
2830,0,0,LIP,LIP,20,T
2831,0,0,LLS,LLS,20,T
2832,0,0,LLZ,LLZ,20,T
2833,0,0,LMC,LMC,20,T
2834,0,0,LMD,LMD,20,T
2835,0,0,LMX,LMX,20,T
2836,0,0,LOB,LOB,20,T
2837,0,0,LOH,LOH,20,T
2838,0,0,LOI,LOI,20,T
2839,0,0,LPB,LPB,20,T
2840,0,0,LPD,LPD,20,T
2841,0,0,LPE,LPE,20,T
2842,0,0,LPG,LPG,20,T
2843,0,0,LPJ,LPJ,20,T
2844,0,0,LQM,LQM,20,T
2845,0,0,LRI,LRI,20,T
2846,0,0,LRV,LRV,20,T
2847,0,0,LSC,LSC,20,T
2848,0,0,LSP,LSP,20,T
2849,0,0,LSQ,LSQ,20,T
2850,0,0,LTM,LTM,20,T
2851,0,0,LTX,LTX,20,T
2852,0,0,LUB,LUB,20,T
2853,0,0,LUQ,LUQ,20,T
2854,0,0,LVB,LVB,20,T
2855,0,0,LVR,LVR,20,T
2856,0,0,MAB,MAB,20,T
2857,0,0,MAO,MAO,20,T
2858,0,0,MAR,MAR,20,T
2859,0,0,MBK,MBK,20,T
2860,0,0,MBP,MBP,20,T
2861,0,0,MBZ,MBZ,20,T
2862,0,0,MCH,MCH,20,T
2863,0,0,MCJ,MCJ,20,T
2864,0,0,MCP,MCP,20,T
2865,0,0,MCS,MCS,20,T
2866,0,0,MCZ,MCZ,20,T
2867,0,0,MDE,MDE,20,T
2868,0,0,MDQ,MDQ,20,T
2869,0,0,MDX,MDX,20,T
2870,0,0,MDZ,MDZ,20,T
2871,0,0,MEA,MEA,20,T
2872,0,0,MEC,MEC,20,T
2873,0,0,MEU,MEU,20,T
2874,0,0,MFB,MFB,20,T
2875,0,0,MFS,MFS,20,T
2876,0,0,MFT,MFT,20,T
2877,0,0,MGD,MGD,20,T
2878,0,0,MGF,MGF,20,T
2879,0,0,MGN,MGN,20,T
2880,0,0,MHA,MHA,20,T
2881,0,0,MHC,WCA,20,T
2882,0,0,MHF,MHF,20,T
2883,0,0,MHW,MHW,20,T
2884,0,0,MII,MII,20,T
2885,0,0,MIX,MIX,20,T
2886,0,0,MJR,MJR,20,T
2887,0,0,MLZ,MLZ,20,T
2888,0,0,MMP,MMP,20,T
2889,0,0,MND,MND,20,T
2890,0,0,MNX,MNX,20,T
2891,0,0,MOC,MOC,20,T
2892,0,0,MOJ,MOJ,20,T
2893,0,0,MOY,MOY,20,T
2894,0,0,MPN,MPN,20,T
2895,0,0,MPY,MPY,20,T
2896,0,0,MQD,MQD,20,T
2897,0,0,MQH,MQH,20,T
2898,0,0,MQK,MQK,20,T
2899,0,0,MQR,MQR,20,T
2900,0,0,MQU,MQU,20,T
2901,0,0,MRD,MRD,20,T
2902,0,0,MRR,MRR,20,T
2903,0,0,MSK,MSK,20,T
2904,0,0,MTB,MTB,20,T
2905,0,0,MTE,MTE,20,T
2906,0,0,MTG,MTG,20,T
2907,0,0,MTR,MTR,20,T
2908,0,0,MUN,MUN,20,T
2909,0,0,MVD,MVD,20,T
2910,0,0,MVF,MVF,20,T
2911,0,0,MVP,MVP,20,T
2912,0,0,MVS,MVS,20,T
2913,0,0,MWJ,MWJ,20,T
2914,0,0,MXQ,MXQ,20,T
2915,0,0,MYC,MYC,20,T
2916,0,0,MYM,MYM,20,T
2917,0,0,MZA,MZA,20,T
2918,0,0,MZD,MZD,20,T
2919,0,0,MZL,MZL,20,T
2920,0,0,NAD,NAD,20,T
2921,0,0,NAI,NAI,20,T
2922,0,0,NAR,NAR,20,T
2923,0,0,NAT,NAT,20,T
2924,0,0,NBB,NBB,20,T
2925,0,0,NBV,NBV,20,T
2926,0,0,NCI,NCI,20,T
2927,0,0,NCJ,NCJ,20,T
2928,0,0,NEC,NEC,20,T
2929,0,0,NNU,NNU,20,T
2930,0,0,NOK,NOK,20,T
2931,0,0,NPR,NPR,20,T
2932,0,0,NPU,NPU,20,T
2933,0,0,NQL,NQL,20,T
2934,0,0,NQN,NQN,20,T
2935,0,0,NQU,NQU,20,T
2936,0,0,NSA,NSA,20,T
2937,0,0,NSR,NSR,20,T
2938,0,0,NTM,NTM,20,T
2939,0,0,NUH,NUH,20,T
2940,0,0,NVA,NVA,20,T
2941,0,0,NVM,NVM,20,T
2942,0,0,NVP,NVP,20,T
2943,0,0,NVT,NVT,20,T
2944,0,0,NZC,NZC,20,T
2945,0,0,OAL,OAL,20,T
2946,0,0,OBI,OBI,20,T
2947,0,0,OCC,OCC,20,T
2948,0,0,OCV,OCV,20,T
2949,0,0,OEM,OEM,20,T
2950,0,0,OES,OES,20,T
2951,0,0,OGL,GEO,20,T
2952,0,0,OIA,OIA,20,T
2953,0,0,OLC,OLC,20,T
2954,0,0,OLK,OLK,20,T
2955,0,0,OLN,OLN,20,T
2956,0,0,OPP,OPP,20,T
2957,0,0,OPS,OPS,20,T
2958,0,0,ORA,ORA,20,T
2959,0,0,ORC,ORC,20,T
2960,0,0,ORG,PBM,20,T
2961,0,0,ORJ,ORJ,20,T
2962,0,0,ORU,ORU,20,T
2963,0,0,ORX,ORX,20,T
2964,0,0,OTT,OTT,20,T
2965,0,0,OTU,OTU,20,T
2966,0,0,OUS,OUS,20,T
2967,0,0,OVL,OVL,20,T
2968,0,0,OVR,OVR,20,T
2969,0,0,OYA,OYA,20,T
2970,0,0,OYC,OYC,20,T
2971,0,0,OYK,OYK,20,T
2972,0,0,OYO,OYO,20,T
2973,0,0,OYP,OYP,20,T
2974,0,0,PAL,PAL,20,T
2975,0,0,PAV,PAV,20,T
2976,0,0,PBB,PBB,20,T
2977,0,0,PBE,PBE,20,T
2978,0,0,PBL,PBL,20,T
2979,0,0,PBM,PBM,20,T
2980,0,0,PBQ,PBQ,20,T
2981,0,0,PBT,PBT,20,T
2982,0,0,PBV,PBV,20,T
2983,0,0,PBX,PBX,20,T
2984,0,0,PCC,PCC,20,T
2985,0,0,PCJ,PCJ,20,T
2986,0,0,PCL,PCL,20,T
2987,0,0,PCR,PCR,20,T
2988,0,0,PCS,PCS,20,T
2989,0,0,PDA,PDA,20,T
2990,0,0,PDF,PDF,20,T
2991,0,0,PDP,PDP,20,T
2992,0,0,PDR,PDR,20,T
2993,0,0,PDU,PDU,20,T
2994,0,0,PDZ,PDZ,20,T
2995,0,0,PEH,PEH,20,T
2996,0,0,PEI,PEI,20,T
2997,0,0,PEM,PEM,20,T
2998,0,0,PET,PET,20,T
2999,0,0,PFB,PFB,20,T
3000,0,0,PGG,PGG,20,T
3001,0,0,PGZ,PGZ,20,T
3002,0,0,PHB,PHB,20,T
3003,0,0,PHI,PHI,20,T
3004,0,0,PIG,PIG,20,T
3005,0,0,PIL,PIL,20,T
3006,0,0,PIN,PIN,20,T
3007,0,0,PIO,PIO,20,T
3008,0,0,PIQ,PIQ,20,T
3009,0,0,PIU,PIU,20,T
3010,0,0,PIV,PIV,20,T
3011,0,0,PJC,PJC,20,T
3012,0,0,PKM,PKM,20,T
3013,0,0,PLA,PLA,20,T
3014,0,0,PLC,PLC,20,T
3015,0,0,PLL,MAO,20,T
3016,0,0,PLT,PLT,20,T
3017,0,0,PLU,BHZ,20,T
3018,0,0,PMC,PMC,20,T
3019,0,0,PMG,PMG,20,T
3020,0,0,PMQ,PMQ,20,T
3021,0,0,PMT,PMT,20,T
3022,0,0,PMV,PMV,20,T
3023,0,0,PMW,PMW,20,T
3024,0,0,PMY,PMY,20,T
3025,0,0,PNB,PNB,20,T
3026,0,0,PNG,PNG,20,T
3027,0,0,PNT,PNT,20,T
3028,0,0,PNZ,PNZ,20,T
3029,0,0,POA,POA,20,T
3030,0,0,POI,POI,20,T
3031,0,0,POJ,POJ,20,T
3032,0,0,POO,POO,20,T
3033,0,0,PPB,PPB,20,T
3034,0,0,PPH,PPH,20,T
3035,0,0,PPN,PPN,20,T
3036,0,0,PPY,PPY,20,T
3037,0,0,PPZ,PPZ,20,T
3038,0,0,PRA,PRA,20,T
3039,0,0,PRE,PRE,20,T
3040,0,0,PRQ,PRQ,20,T
3041,0,0,PRR,PRR,20,T
3042,0,0,PSO,PSO,20,T
3043,0,0,PSS,PSS,20,T
3044,0,0,PSW,PSW,20,T
3045,0,0,PSY,PSY,20,T
3046,0,0,PSZ,PSZ,20,T
3047,0,0,PTL,PTL,20,T
3048,0,0,PTM,PTM,20,T
3049,0,0,PTO,PTO,20,T
3050,0,0,PTQ,PTQ,20,T
3051,0,0,PTX,PTX,20,T
3052,0,0,PTZ,PTZ,20,T
3053,0,0,PUD,PUD,20,T
3054,0,0,PUQ,PUQ,20,T
3055,0,0,PUR,PUR,20,T
3056,0,0,PUU,PUU,20,T
3057,0,0,PUX,PUX,20,T
3058,0,0,PVA,PVA,20,T
3059,0,0,PVB,PDP,20,T
3060,0,0,PVH,PVH,20,T
3061,0,0,PVI,PVI,20,T
3062,0,0,PVO,PVO,20,T
3063,0,0,PYA,PYA,20,T
3064,0,0,PYH,PYH,20,T
3065,0,0,PYN,PYN,20,T
3066,0,0,PYO,PYO,20,T
3067,0,0,PYT,PYT,20,T
3068,0,0,PZA,PZA,20,T
3069,0,0,PZO,PZO,20,T
3070,0,0,PZS,ZCO,20,T
3071,0,0,QAC,QAC,20,T
3072,0,0,QAH,QAH,20,T
3073,0,0,QAK,QAK,20,T
3074,0,0,QAU,QAU,20,T
3075,0,0,QAV,QAV,20,T
3076,0,0,QBD,QBD,20,T
3077,0,0,QBK,QBK,20,T
3078,0,0,QBN,QBN,20,T
3079,0,0,QBX,QBX,20,T
3080,0,0,QCC,QCC,20,T
3081,0,0,QCD,QCD,20,T
3082,0,0,QCF,QCF,20,T
3083,0,0,QCG,QCG,20,T
3084,0,0,QCH,QCH,20,T
3085,0,0,QCJ,QCJ,20,T
3086,0,0,QCK,CFB,20,T
3087,0,0,QCN,QCN,20,T
3088,0,0,QCP,QCP,20,T
3089,0,0,QCQ,QCQ,20,T
3090,0,0,QCR,QCR,20,T
3091,0,0,QCV,QCV,20,T
3092,0,0,QCX,QCX,20,T
3093,0,0,QDB,QDB,20,T
3094,0,0,QDC,QDC,20,T
3095,0,0,QDE,QDE,20,T
3096,0,0,QDF,QDF,20,T
3097,0,0,QDO,QDO,20,T
3098,0,0,QDP,QDP,20,T
3099,0,0,QDQ,QDQ,20,T
3100,0,0,QDS,QDS,20,T
3101,0,0,QDV,QDV,20,T
3102,0,0,QDW,QDW,20,T
3103,0,0,QEU,QEU,20,T
3104,0,0,QFS,QFS,20,T
3105,0,0,QGA,QGA,20,T
3106,0,0,QGB,QGB,20,T
3107,0,0,QGC,QGC,20,T
3108,0,0,QGD,QGD,20,T
3109,0,0,QGF,QGF,20,T
3110,0,0,QGI,QGI,20,T
3111,0,0,QGJ,QGJ,20,T
3112,0,0,QGK,QGK,20,T
3113,0,0,QGP,QGP,20,T
3114,0,0,QGS,QGS,20,T
3115,0,0,QHB,QHB,20,T
3116,0,0,QHC,QHC,20,T
3117,0,0,QHE,QHE,20,T
3118,0,0,QHF,QHF,20,T
3119,0,0,QHG,QHG,20,T
3120,0,0,QHL,QHL,20,T
3121,0,0,QHN,QHN,20,T
3122,0,0,QHP,QHP,20,T
3123,0,0,QHT,QHT,20,T
3124,0,0,QHV,QHV,20,T
3125,0,0,QIA,QIA,20,T
3126,0,0,QIB,QIB,20,T
3127,0,0,QID,QID,20,T
3128,0,0,QIG,QIG,20,T
3129,0,0,QIH,QIH,20,T
3130,0,0,QIQ,QIQ,20,T
3131,0,0,QIT,QIT,20,T
3132,0,0,QIX,QIX,20,T
3133,0,0,QJA,QJA,20,T
3134,0,0,QJM,QJM,20,T
3135,0,0,QJO,QJO,20,T
3136,0,0,QKA,QKA,20,T
3137,0,0,QKR,QKR,20,T
3138,0,0,QLB,QLB,20,T
3139,0,0,QLL,QLL,20,T
3140,0,0,QLV,QLV,20,T
3141,0,0,QLW,QLW,20,T
3142,0,0,QMB,QMB,20,T
3143,0,0,QMC,QMC,20,T
3144,0,0,QMF,QMF,20,T
3145,0,0,QMI,QMI,20,T
3146,0,0,QNE,QNE,20,T
3147,0,0,QNH,QNH,20,T
3148,0,0,QNR,QNR,20,T
3149,0,0,QNS,QNS,20,T
3150,0,0,QNT,QNT,20,T
3151,0,0,QNV,QNV,20,T
3152,0,0,QOA,QOA,20,T
3153,0,0,QOC,QOC,20,T
3154,0,0,QOD,QOD,20,T
3155,0,0,QOI,QOI,20,T
3156,0,0,QOJ,QOJ,20,T
3157,0,0,QOV,QOV,20,T
3158,0,0,QPE,QPE,20,T
3159,0,0,QPF,QPF,20,T
3160,0,0,QPI,QPI,20,T
3161,0,0,QPQ,QPQ,20,T
3162,0,0,QPS,QPS,20,T
3163,0,0,QPU,QPU,20,T
3164,0,0,QRC,QRC,20,T
3165,0,0,QRD,QRD,20,T
3166,0,0,QRE,QRE,20,T
3167,0,0,QRF,QRF,20,T
3168,0,0,QRJ,QRJ,20,T
3169,0,0,QRK,QRK,20,T
3170,0,0,QRP,QRP,20,T
3171,0,0,QRU,QRU,20,T
3172,0,0,QSB,QSB,20,T
3173,0,0,QSC,QSC,20,T
3174,0,0,QSD,QSD,20,T
3175,0,0,QSE,QSE,20,T
3176,0,0,QSX,QSX,20,T
3177,0,0,QTD,QTD,20,T
3178,0,0,QTE,QTE,20,T
3179,0,0,QTG,QTG,20,T
3180,0,0,QTL,QTL,20,T
3181,0,0,QTN,QTN,20,T
3182,0,0,QTU,QTU,20,T
3183,0,0,QUC,QUC,20,T
3184,0,0,QUI,QUI,20,T
3185,0,0,QUR,QUR,20,T
3186,0,0,QVB,QVB,20,T
3187,0,0,QVC,QVC,20,T
3188,0,0,QVH,QVH,20,T
3189,0,0,QVP,QVP,20,T
3190,0,0,QVR,QVR,20,T
3191,0,0,QWJ,QWJ,20,T
3192,0,0,QWN,QWN,20,T
3193,0,0,QXC,QXC,20,T
3194,0,0,QXD,CDI,20,T
3195,0,0,QXW,QXW,20,T
3196,0,0,RAF,RAF,20,T
3197,0,0,RAO,RAO,20,T
3198,0,0,RAV,RAV,20,T
3199,0,0,RBB,RBB,20,T
3200,0,0,RBO,RBO,20,T
3201,0,0,RBQ,RBQ,20,T
3202,0,0,RBR,RBR,20,T
3203,0,0,RCH,RCH,20,T
3204,0,0,RCQ,RCQ,20,T
3205,0,0,RCU,RCU,20,T
3206,0,0,RDC,RDC,20,T
3207,0,0,RDS,RDS,20,T
3208,0,0,REC,REC,20,T
3209,0,0,REI,REI,20,T
